PostalCode;AdmArea;District;Address;X_WGS84;Y_WGS84
101000;Центральный административный округ;Басманный район;Мясницкая улица, дом 26;37,637168;55,763861
123001;Центральный административный округ;Пресненский район;улица Спиридоновка, дом 27/24;37,588373;55,763037
119002;Центральный административный округ;район Арбат;улица Арбат, дом 47;37,587558;55,748001
109004;Центральный административный округ;Таганский район;улица Александра Солженицына, дом 24/28;37,662662;55,743727
105005;Центральный административный округ;Басманный район;Бауманская улица, дом 38;37.677749;55.771255
127006;Центральный административный округ;Тверской район;Садовая-Каретная улица, дом 10/5;37,608139;55,772317
123007;Северный административный округ;Хорошёвский район;Хорошёвское шоссе, дом 11;37,534226;55,775343
125008;Северный административный округ;район Коптево;Михалковская улица, дом 2;37,539191;55,837483
125009;Центральный административный округ;Тверской район;Тверская улица, дом 7;37,610976;55,757888
109012;Центральный административный округ;Тверской район;Никольская улица, дом 7;37,620389;55,756508
107013;Восточный административный округ;район Сокольники;Малая Остроумовская улица, дом 1А;37,689622;55,794846
107014;Восточный административный округ;район Сокольники;улица Барболина, дом 4;37,686688;55,787235
127015;Северный административный округ;Савёловский район;Бутырская улица, дом 21;37,583063;55,799145
107016;Центральный административный округ;Мещанский район;Неглинная улица, дом 12;37,62089;55,762974
119017;Центральный административный округ;район Якиманка;улица Большая Ордынка, дом 34/38;37,625336;55,733866
127018;Северо-Восточный административный округ;район Марьина Роща;улица Сущёвский Вал, дом 23;37,601346;55,793003
119019;Центральный административный округ;район Арбат;улица Новый Арбат, дом 2;37,599472;55,753239
111020;Юго-Восточный административный округ;район Лефортово;Боровая улица, дом 20;37,716897;55,766902
119021;Центральный административный округ;район Хамовники;Комсомольский проспект, дом 3;37,593514;55,732777
123022;Центральный административный округ;Пресненский район;Звенигородское шоссе, дом 3А;37,556536;55,763541
107023;Восточный административный округ;район Преображенское;Суворовская улица, дом 2/1;37,61729;55,781185
111024;Юго-Восточный административный округ;район Лефортово;шоссе Энтузиастов, дом 22/18;37,717184;55,750886
127025;Центральный административный округ;район Арбат;улица Новый Арбат, дом 19;37,588684;55,751892
125026;Северный административный округ;Войковский район;Ленинградское шоссе, дом 8/2;37,500486;55,816879
119027;Западный административный округ;район Внуково;Большая Внуковская улица, дом 15;37,294174;55,611861
109028;Центральный административный округ;Таганский район;Яузская улица, дом 5/1;37,645094;55,749466
109029;Центральный административный округ;Таганский район;Малая Калитниковская улица, дом 22;37,684245;55,733336
127030;Центральный административный округ;Тверской район;Новослободская улица, дом 11;37,599374;55,779835
107031;Центральный административный округ;Мещанский район;Варсонофьевский переулок, дом 4;37,62483;55,763006
125032;Центральный административный округ;Тверской район;Тверская улица, дом 13;37,608641;55,760999
111033;Юго-Восточный административный округ;район Лефортово;Красноказарменная площадь, дом 1;37,687112;55,758889
119034;Центральный административный округ;район Хамовники;улица Пречистенка, дом 15;37,595612;55,742262
115035;Центральный административный округ;район Замоскворечье;Кадашёвская набережная, дом 36/1;37,625697;55,745744
117036;Юго-Западный административный округ;Академический район;Профсоюзная улица, дом 3;37,572568;55,685429
105037;Восточный административный округ;район Измайлово;Измайловская площадь, дом 11;37,774795;55,794418
125039;Центральный административный округ;Тверской район;площадь Тверская Застава, дом 7;37,581715;55,776111
125040;Северный административный округ;район Аэропорт;Ленинградский проспект, дом 23;37,569258;55,78318
117041;Юго-Западный административный округ;район Южное Бутово;улица Адмирала Лазарева, дом 35, корпус 1;37,525929;55,542714
117042;Юго-Западный административный округ;район Южное Бутово;Венёвская улица, дом 3;37,545501;55,54811
105043;Восточный административный округ;район Измайлово;6-я Парковая улица, дом 13;37,790019;55,790837
109044;Центральный административный округ;Таганский район;2-я Дубровская улица, дом 1;37,670574;55,729504
107045;Центральный административный округ;Мещанский район;Сретенский бульвар, дом 5;37,633527;55,766879
125047;Центральный административный округ;Тверской район;1-я Тверская-Ямская улица, дом 6;37,59394;55,771594
119048;Центральный административный округ;район Хамовники;Усачёва улица, дом 29, корпус 9;37,562295;55,72338
119049;Центральный административный округ;район Якиманка;Донская улица, дом 3;37,610565;55,726557
127051;Центральный административный округ;Тверской район;Цветной бульвар, дом 21;37,620579;55,772185
109052;Юго-Восточный административный округ;Нижегородский район;Нижегородская улица, дом 92, корпус 1;37,721188;55,730655
107053;Центральный административный округ;Красносельский район;улица Маши Порываевой, дом 36;37,649278;55,773536
115054;Центральный административный округ;район Замоскворечье;Дубининская улица, дом 11/17, строение 2;37,638532;55,727772
127055;Центральный административный округ;Тверской район;Новослободская улица, дом 49/2;37,593458;55,786518
123056;Центральный административный округ;Пресненский район;Большая Грузинская улица, дом 62;37,585725;55,772657
125057;Северный административный округ;район Сокол;Ленинградский проспект, дом 69;37,517695;55,802851
121059;Западный административный округ;район Дорогомилово;набережная Тараса Шевченко, дом 1/2;37,571703;55,745933
123060;Северо-Западный административный округ;район Щукино;улица Маршала Конева, дом 12;37,486675;55,795947
107061;Восточный административный округ;район Преображенское;Большая Черкизовская улица, дом 2;37,716051;55,795485
105062;Центральный административный округ;Басманный район;улица Покровка, дом 40, строение 1;37,652349;55,761987
129063;Центральный административный округ;Мещанский район;проспект Мира, дом 72;37,636371;55,788882
105064;Центральный административный округ;Басманный район;улица Земляной Вал, дом 2/50;37,656189;55,763184
107065;Восточный административный округ;район Гольяново;Уссурийская улица, дом 11, корпус 1;37,820622;55,824815
105066;Центральный административный округ;Басманный район;Нижняя Красносельская улица, дом 43;37,67498;55,773776
115068;Южный административный округ;Даниловский район;улица Ленинская Слобода, дом 4/10;37,661949;55,712543
121069;Центральный административный округ;район Арбат;Поварская улица, дом 29/36;37,588252;55,756353
119071;Южный административный округ;Донской район;Ленинский проспект, дом 25;37,595165;55,716891
119072;Центральный административный округ;район Якиманка;улица Серафимовича, дом 2;37,612079;55,744192
109074;Центральный административный округ;Таганский район;Китайгородский проезд, дом 7;37,63531;55,751393
129075;Северо-Восточный административный округ;Останкинский район;Аргуновская улица, дом 4;37,620911;55,81407
107076;Восточный административный округ;район Преображенское;улица Богородский Вал, дом 6;37,704547;55,80242
105077;Восточный административный округ;район Восточное Измайлово;Средняя Первомайская улица, дом 19;37,810468;55,795411
107078;Центральный административный округ;Красносельский район;Новая Басманная улица, дом 15;37,65863;55,769955
125080;Северо-Западный административный округ;район Покровское-Стрешнево;Волоколамское шоссе, дом 15/22;37,493192;55,80879
127081;Северо-Восточный административный округ;район Южное Медведково;проезд Дежнёва, дом 34;37,630897;55,87058
105082;Центральный административный округ;Басманный район;Бакунинская улица, дом 26/30;37,685177;55,774557
127083;Северный административный округ;Савёловский район;улица Верхняя Масловка, дом 21;37,560105;55,795739
129085;Северо-Восточный административный округ;Останкинский район;проспект Мира, дом 97;37,63638;55,808312
121087;Западный административный округ;район Филёвский Парк;Багратионовский проезд, дом 1;37,511803;55,745565
115088;Юго-Восточный административный округ;Южнопортовый район;Шарикоподшипниковская улица, дом 32;37,676188;55,716392
129090;Центральный административный округ;Мещанский район;улица Гиляровского, дом 1;37,630166;55,774151
127091;Северо-Восточный административный округ;район Марфино;улица Дубовой Рощи, дом 25, строение 2;37,6052;55,818501
115093;Центральный административный округ;район Замоскворечье;Большая Серпуховская улица, дом 40/42;37,62655;55,723239
105094;Юго-Восточный административный округ;район Лефортово;улица Госпитальный Вал, дом 5, корпус 18;37,705207;55,774971
115095;Центральный административный округ;район Замоскворечье;Пятницкая улица, дом 54;37,626586;55,734014
121096;Западный административный округ;район Филёвский Парк;улица Олеко Дундича, дом 7, корпус 1;37,494809;55,741253
109097;Центральный административный округ;Тверской район;улица Ильинка, дом 9;37,626439;55,755396
123098;Северо-Западный административный округ;район Щукино;улица Маршала Новикова, дом 5;37,468305;55,801674
121099;Центральный административный округ;район Арбат;Смоленская площадь, дом 13/21;37,582091;55,749288
123100;Центральный административный округ;Пресненский район;улица Сергея Макеева, дом 2;37,550406;55,757209
123102;Центральный административный округ;Пресненский район;Малая Бронная улица, дом 24, корпус 4;37,595285;55,763283
123103;Северо-Западный административный округ;район Хорошёво-Мнёвники;Живописная улица, дом 12;37,456796;55,784284
123104;Центральный административный округ;Пресненский район;Большая Бронная улица, дом 15/8;37,600264;55,76277
117105;Южный административный округ;Донской район;Варшавское шоссе, дом 18, корпус 2;37,620195;55,691284
127106;Северо-Восточный административный округ;район Марфино;Гостиничная улица, дом 9Б;37,579533;55,846578
121108;Западный административный округ;район Фили-Давыдково;Кастанаевская улица, дом 25;37,483146;55,736025
129110;Центральный административный округ;Мещанский район;проспект Мира, дом 51;37,634198;55,784013
107113;Восточный административный округ;район Сокольники;улица Сокольнический Вал, дом 24, корпус 3;37,664648;55,790862
115114;Южный административный округ;Даниловский район;Дербеневская набережная, дом 13, корпус 17;37,647887;55,718573
111116;Юго-Восточный административный округ;район Лефортово;Энергетическая улица, дом 9, корпус 1;37,713793;55,757716
109117;Юго-Восточный административный округ;район Кузьминки;Окская улица, дом 16, корпус 2;37,755294;55,711558
105118;Восточный административный округ;район Соколиная Гора;проспект Будённого, дом 30;37,734637;55,761334
119119;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 42;37,566035;55,703368
105120;Центральный административный округ;Таганский район;улица Сергия Радонежского, дом 4;37,672629;55,7464
119121;Центральный административный округ;район Хамовники;Ружейный переулок, дом 4;37,597105;55,770838
105122;Восточный административный округ;район Измайлово;Щёлковское шоссе, дом 10;37,762077;55,804399
111123;Восточный административный округ;район Перово;2-я Владимирская улица, дом 3;37,779331;55,762109
125124;Северный административный округ;район Беговой;улица Расковой, дом 14;37,572484;55,786227
109125;Юго-Восточный административный округ;район Текстильщики;Волжский бульвар, дом 16;37,744124;55,712107
115127;Южный административный округ;район Нагатинский Затон;Варшавское шоссе, дом 37;37,623569;55,688532
129128;Северо-Восточный административный округ;район Ростокино;улица Бажова, дом 16;37,66246;55,834375
109129;Юго-Восточный административный округ;район Текстильщики;8-я улица Текстильщиков, дом 7А;37,743256;55,704555
125130;Северный административный округ;Войковский район;улица Клары Цеткин, дом 31;37,513362;55,825927
103132;Центральный административный округ;Тверской район;Старая площадь, дом 4;37,630214;55,755369
117133;Юго-Западный административный округ;район Тёплый Стан;улица Тёплый Стан, дом 12, корпус 3;37,486384;55,629275
119134;Центральный административный округ;район Якиманка;улица Большая Якиманка, дом 24;37,612665;55,737519
119136;Западный административный округ;район Раменки;3-й Сетуньский проезд, дом 16;37,532972;55,732291
127137;Северный административный округ;район Беговой;улица Правды, дом 24, строение 2;37,582956;55,787339
115138;Южный административный округ;район Орехово-Борисово Северное;улица Генерала Белова, дом 27;37,7214;55,615675
107139;Центральный административный округ;Красносельский район;Орликов переулок, дом 1/11;37,647825;55,771549
107140;Центральный административный округ;Красносельский район;Краснопрудная улица, дом 7/9;37,662678;55,778452
111141;Восточный административный округ;район Перово;Перовская улица, дом 33, корпус 1;37,775717;55,746882
115142;Южный административный округ;район Нагатинский Затон;Коломенская улица, дом 19, корпус 2;37,696336;55,678298
107143;Восточный административный округ;район Метрогородок;Открытое шоссе, дом 25, корпус 1;37,762693;55,827242
109144;Юго-Восточный административный округ;район Марьино;Новочеркасский бульвар, дом 44;37,737567;55,646297
109145;Юго-Восточный административный округ;район Выхино-Жулебино;Жулебинский бульвар, дом 1;37,842421;55,699512
119146;Центральный административный округ;район Хамовники;Комсомольский проспект, дом 31;37,580179;55,724712
109147;Центральный административный округ;Таганский район;Марксистская улица, дом 9;37,668121;55,734858
117148;Юго-Западный административный округ;район Южное Бутово;улица Брусилова, дом 17;37,583003;55,502323
117149;Юго-Западный административный округ;район Зюзино;Сивашская улица, дом 3;37,606651;55,659215
107150;Восточный административный округ;район Богородское;4-й проезд Подбельского, дом 4, корпус 7;37,725377;55,819396
121151;Западный административный округ;район Дорогомилово;набережная Тараса Шевченко, дом 21;37,551269;55,747794
117152;Южный административный округ;Донской район;Севастопольский проспект, дом 11, корпус 1;37,607118;55,690584
109153;Юго-Восточный административный округ;район Выхино-Жулебино;Лермонтовский проспект, дом 12;37,854432;55,69918
123154;Северо-Западный административный округ;район Хорошёво-Мнёвники;улица Маршала Тухачевского, дом 32, корпус 2;37,473289;55,786017
109156;Юго-Восточный административный округ;район Выхино-Жулебино;Жулебинский бульвар, дом 28, корпус 1;37,854647;55,689681
119160;Центральный административный округ;район Хамовники;Фрунзенская набережная, дом 22/2;37,590197;55,728413
115162;Южный административный округ;Даниловский район;Хавская улица, дом 3;37,614546;55,718232
129164;Северо-Восточный административный округ;Алексеевский район;проспект Мира, дом 124;37,640695;55,816329
121165;Западный административный округ;район Дорогомилово;Студенческая улица, дом 34;37,54308;55,740432
125167;Северный административный округ;район Аэропорт;Ленинградский проспект, дом 56;37,537918;55,798572
117168;Юго-Западный административный округ;район Тёплый Стан;улица Академика Варги, дом 40;37,479932;55,632239
121170;Западный административный округ;район Дорогомилово;Кутузовский проспект, дом 43;37,528964;55,73816
125171;Северный административный округ;Войковский район;4-й Войковский проезд, дом 10;37,490651;55,820916
115172;Центральный административный округ;Таганский район;Народная улица, дом 9;37,652162;55,738405
105173;Восточный административный округ;район Восточный;улица 9 Мая, дом 7;37,865347;55,817145
107174;Центральный административный округ;Басманный район;Новая Басманная улица, дом 2;37,653353;55,768522
105175;Центральный административный округ;Басманный район;Большой Козловский переулок, дом 8;37,647139;55,766534
119180;Центральный административный округ;район Якиманка;улица Большая Полянка, дом 3/9;37,616774;55,741235
123181;Северо-Западный административный округ;район Строгино;улица Маршала Катукова, дом 11, корпус 2;37,40515;55,811315
123182;Северо-Западный административный округ;район Строгино;улица Маршала Василевского, дом 15/1;37,464467;55,807876
125183;Северный административный округ;район Коптево;проезд Черепановых, дом 62/14;37,540574;55,844083
115184;Центральный административный округ;район Замоскворечье;Озерковский переулок, дом 13/19;37,63344;55,739936
127185;Северо-Восточный административный округ;район Марьина Роща;Полковая улица, дом 13;37,599393;55,797059
117186;Юго-Западный административный округ;район Котловка;Нагорный бульвар, дом 10;37,595804;55,672242
105187;Восточный административный округ;район Соколиная Гора;Щербаковская улица, дом 58А;37,741821;55,781589
109189;Центральный административный округ;Таганский район;Николоямская улица, дом 1;37,648089;55,74826
125190;Северный административный округ;район Аэропорт;улица Усиевича, дом 16;37,524269;55,806726
115191;Южный административный округ;Даниловский район;Большая Тульская улица, дом 2;37,620165;55,709651
119192;Западный административный округ;район Раменки;Винницкая улица, дом 1;37,496824;55,698043
115193;Южный административный округ;Даниловский район;улица Сайкина, дом 2;37,665856;55,706659
125195;Северный административный округ;район Левобережный;Фестивальная улица, дом 39;37,482292;55,857863
125196;Центральный административный округ;Тверской район;Лесная улица, дом 8/12;37,667357;55,867193
117198;Юго-Западный административный округ;Обручевский район;улица Миклухо-Маклая, дом 11;37,501649;55,653327
107199;Восточный административный округ;район Гольяново;Уральская улица, дом 11;37,797482;55,817618
119200;Центральный административный округ;район Хамовники;Смоленская-Сенная площадь, дом 32/34;37,583919;55,746827
115201;Южный административный округ;район Нагатинский Затон;Каширский проезд, дом 9, корпус 1;37,624492;55,659248
109202;Юго-Восточный административный округ;Нижегородский район;Перовское шоссе, дом 18/1;37,752902;55,736268
105203;Восточный административный округ;район Восточное Измайлово;14-я Парковая улица, дом 4;37,815295;55,789953
127204;Северо-Восточный административный округ;район Северный;3-я Северная линия, дом 18;37,552526;55,940491
127206;Северный административный округ;Тимирязевский район;улица Вучетича, дом 13;37,55801;55,810434
107207;Восточный административный округ;район Гольяново;Чусовская улица, дом 15;37,811195;55,816346
117208;Южный административный округ;район Чертаново Северное;Чертановская улица, дом 9, корпус 2;37,604562;55,627805
117209;Юго-Западный административный округ;район Зюзино;Болотниковская улица, дом 52, корпус 2;37,582604;55,662931
115211;Южный административный округ;район Москворечье-Сабурово;Каширское шоссе, дом 55, корпус 5;37,6952;55,639428
125212;Северный административный округ;Войковский район;Ленинградское шоссе, дом 56;37,483079;55,838343
127214;Северный административный округ;район Восточное Дегунино;Полярная улица, дом 31В, строение 1;37,633698;55,889843
105215;Восточный административный округ;район Северное Измайлово;Щёлковское шоссе, дом 48;37,793864;55,809306
117216;Юго-Западный административный округ;район Северное Бутово;улица Грина, дом 5Б;37,570947;55,566903
107217;Центральный административный округ;Красносельский район;Садовая-Спасская улица, дом 21;37,649512;55,769402
117218;Юго-Западный административный округ;Академический район;улица Кржижановского, дом 17, корпус 1;37,573478;55,679277
127220;Северный административный округ;Савёловский район;Башиловская улица, дом 1;37,576715;55,792437
127221;Северо-Восточный административный округ;район Южное Медведково;Полярная улица, дом 16, корпус 1;37,637323;55,876508
125222;Северо-Западный административный округ;район Митино;Дубравная улица, дом 39;37,356926;55,843432
129223;Северо-Восточный административный округ;Останкинский район;проспект Мира, владение 119, строение 228;37,638651;55,826683
127224;Северо-Восточный административный округ;район Северное Медведково;Широкая улица, дом 17, корпус 1;37,667995;55,888061
115225;Южный административный округ;Даниловский район;Большая Тульская улица, дом 17;37,623691;55,707543
129226;Северо-Восточный административный округ;район Ростокино;проспект Мира, дом 135;37,652717;55,833446
107228;Центральный административный округ;Красносельский район;Новорязанская улица, дом 12;37,658214;55,771749
105229;Юго-Восточный административный округ;район Лефортово;улица Госпитальный Вал, дом 3;37,706777;55,772342
115230;Южный административный округ;район Нагатинский Затон;Варшавское шоссе, дом 59А, строение 3;37,627302;55,675089
119234;Западный административный округ;район Раменки;Университетская площадь, дом 1;37,550309;55,694336
109235;Юго-Восточный административный округ;район Печатники;Курьяновский бульвар, дом 1/26;37,701454;55,654217
127237;Северный административный округ;район Восточное Дегунино;Дубнинская улица, дом 12, корпус 3;37,57075;55,865222
127238;Северный административный округ;Тимирязевский район;Дмитровское шоссе, дом 59, корпус 1;37,567535;55,84487
125239;Северный административный округ;район Коптево;Михалковская улица, дом 13;37,528108;55,839058
109240;Центральный административный округ;Таганский район;Котельническая набережная, дом 1/15;37,642676;55,745859
107241;Восточный административный округ;район Гольяново;Уральская улица, дом 1;37,797842;55,811651
123242;Центральный административный округ;Пресненский район;Кудринская площадь, дом 1;37,580832;55,758734
117246;Юго-Западный административный округ;район Черёмушки;Херсонская улица, дом 37;37,55953;55,653886
127247;Северный административный округ;Бескудниковский район;Дмитровское шоссе, дом 103;37,54574;55,87632
121248;Западный административный округ;район Дорогомилово;Кутузовский проспект, дом 2/1;37,564062;55,751574
111250;Юго-Восточный административный округ;район Лефортово;Красноказарменная улица, дом 9;37,697742;55,758164
125252;Северный административный округ;район Сокол;улица Куусинена, дом 23;37,508695;55,792864
127253;Северо-Восточный административный округ;район Лианозово;Псковская улица, дом 6;37,552262;55,901885
127254;Северо-Восточный административный округ;Бутырский район;улица Руставели, дом 8, корпус 1;37,590276;55,812459
107258;Восточный административный округ;район Богородское;бульвар Маршала Рокоссовского, дом 33/12;37,714334;55,816584
121260;Центральный административный округ;район Арбат;Поварская улица, дом 15;37,59289;55,754553
119261;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 72;37,540108;55,685303
109263;Юго-Восточный административный округ;район Текстильщики;7-я улица Текстильщиков, дом 4;37,746531;55,69867
105264;Восточный административный округ;район Измайлово;7-я Парковая улица, дом 21;37,793195;55,800263
103265;Центральный административный округ;Тверской район;улица Охотный Ряд, дом 1;37,615696;55,757967
119270;Центральный административный округ;район Хамовники;улица Хамовнический Вал, дом 2;37,576513;55,716181
129272;Центральный административный округ;Мещанский район;улица Сущёвский Вал, дом 62;37,625116;55,792296
127273;Северо-Восточный административный округ;район Отрадное;Берёзовая аллея, дом 9;37,613717;55,852436
103274;Центральный административный округ;Пресненский район;Краснопресненская набережная, дом 2;37,570361;55,754774
105275;Восточный административный округ;район Соколиная Гора;5-я улица Соколиной Горы, дом 23, корпус 3;37,7407;55,765622
127276;Северо-Восточный административный округ;район Марфино;Ботаническая улица, дом 29;37,593183;55,834355
117279;Юго-Западный административный округ;район Коньково;улица Миклухо-Маклая, дом 55;37,533042;55,641302
115280;Южный административный округ;Даниловский район;Автозаводская улица, дом 5, корпус Б;37,662255;55,708555
129281;Северо-Восточный административный округ;Лосиноостровский район;улица Лётчика Бабушкина, дом 38;37,678359;55,872469
127282;Северо-Восточный административный округ;район Северное Медведково;Широкая улица, дом 1, корпус 1;37,649359;55,888425
125284;Северный административный округ;район Беговой;Беговая улица, дом 11;37,556719;55,778982
119285;Западный административный округ;район Тропарёво-Никулино;Мосфильмовская улица, дом 34;37,522183;55,719773
127287;Северный административный округ;Савёловский район;Петровско-Разумовский проезд, дом 24;37,566367;55,80238
109289;Центральный административный округ;Таганский район;Николоямский переулок, дом 3А, строение 2;37,659654;55,748207
123290;Центральный административный округ;Пресненский район;Шелепихинская набережная, дом 16, корпус 1;37,519386;55,755247
117292;Юго-Западный административный округ;Академический район;улица Кржижановского, дом 5, корпус 1;37,563535;55,682636
121293;Западный административный округ;район Дорогомилово;площадь Победы, дом 1, корпус Б;37,519504;55,735486
119296;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 64/2;37,55105;55,692151
119297;Западный административный округ;район Солнцево;Родниковая улица, дом 16;37,384836;55,635212
123298;Северо-Западный административный округ;район Щукино;улица Маршала Бирюзова, дом 2;37,501325;55,790344
127299;Северный административный округ;район Коптево;улица Космонавта Волкова, дом 25/2;37,522438;55,816419
129301;Северо-Восточный административный округ;район Ростокино;улица Бориса Галушкина, дом 17;37,659866;55,822926
117303;Юго-Западный административный округ;район Зюзино;улица Каховка, дом 11;37,587275;55,650779
115304;Южный административный округ;район Царицыно;улица Медиков, дом 20;37,67868;55,633033
123308;Северо-Западный административный округ;район Хорошёво-Мнёвники;проспект Маршала Жукова, дом 9;37,496948;55,77564
121309;Западный административный округ;район Филёвский Парк;Большая Филёвская улица, дом 13/7;37,500399;55,748537
125310;Северо-Западный административный округ;район Митино;Пятницкое шоссе, дом 43, корпус 2;37,348511;55,856491
119311;Юго-Западный административный округ;Ломоносовский район;проспект Вернадского, дом 11;37,529838;55,689175
117312;Юго-Западный административный округ;Гагаринский район;улица Ферсмана, дом 3, корпус 1;37,57412;55,69537
119313;Юго-Западный административный округ;Ломоносовский район;Ленинский проспект, дом 93;37,527922;55,67524
125315;Северный административный округ;район Аэропорт;улица Усиевича, дом 18;37,521526;55,807462
109316;Центральный административный округ;Таганский район;Волгоградский проспект, дом 17;37,679081;55,728585
123317;Центральный административный округ;Пресненский район;Шмитовский проезд, дом 33;37,535604;55,754685
105318;Восточный административный округ;район Соколиная Гора;Щербаковская улица, дом 35;37,729607;55,782884
125319;Северный административный округ;район Аэропорт;улица Черняховского, дом 6;37,535602;55,804234
125320;Центральный административный округ;Тверской район;Тверская улица, дом 28, корпус 2;37,598935;55,769418
117321;Юго-Западный административный округ;район Тёплый Стан;Профсоюзная улица, дом 152, корпус 1;37,505935;55,622332
127322;Северо-Восточный административный округ;Бутырский район;улица Яблочкова, дом 41;37,578523;55,82823
129323;Северо-Восточный административный округ;район Свиблово;улица Седова, дом 7, корпус 1;37,640749;55,851505
115324;Центральный административный округ;район Замоскворечье;Овчинниковская набережная, дом 18/1;37,632613;55,743882
115326;Центральный административный округ;район Замоскворечье;Пятницкая улица, дом 25, строение 1;37,630787;55,741767
129327;Северо-Восточный административный округ;Бабушкинский район;улица Менжинского, дом 5;37,678493;55,865958
129329;Северо-Восточный административный округ;район Свиблово;Ивовая улица, дом 7;37,644477;55,859886
119330;Западный административный округ;район Тропарёво-Никулино;Университетский проспект, дом 21;37,521052;55,714206
119331;Юго-Западный административный округ;Ломоносовский район;проспект Вернадского, дом 17/19;37,525338;55,685348
119333;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 57;37,561543;55,696562
119334;Юго-Западный административный округ;Гагаринский район;Ленинский проспект, дом 41;37,535317;55,796011
117335;Юго-Западный административный округ;район Черёмушки;Нахимовский проспект, дом 56;37,55541;55,683389
129336;Северо-Восточный административный округ;Лосиноостровский район;улица Малыгина, дом 6;37,696472;55,882777
129337;Северо-Восточный административный округ;Ярославский район;Ярославское шоссе, дом 55;37,691687;55,861915
129338;Северо-Восточный административный округ;Ярославский район;улица Вешних Вод, дом 2, корпус 3;37,698661;55,856544
109341;Юго-Восточный административный округ;район Марьино;улица Перерва, дом 56/2;37,748041;55,658006
117342;Юго-Западный административный округ;район Коньково;улица Введенского, дом 13А;37,541622;55,642464
129343;Северо-Восточный административный округ;Бабушкинский район;улица Амундсена, дом 1, корпус 1;37,658289;55,849708
